01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,99,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,14,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,99,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,05,05,05,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,14,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,99,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,05,05,05,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,14,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,99,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,05,05,05,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,14,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,99,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,05,05,05,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,14,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,99,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,05,05,05,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,14,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,99,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,05,05,05,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,14,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,99,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,05,05,05,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,14,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,99,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,05,05,05,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,14,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,99,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,05,05,05,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,14,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,
