92,92,99,05,05,05,05,05,05,05,05,05,05,05,05,14,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,04,04,04,04,04,04,04,04,04,04,04,04,04,00,00,00,
92,92,99,05,05,05,05,05,05,05,05,05,05,05,05,14,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,04,04,04,04,04,04,04,04,04,04,04,04,04,00,00,00,
92,92,99,05,05,05,05,05,05,05,05,05,05,05,05,14,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,04,04,04,04,04,04,04,04,04,04,04,04,04,00,00,00,
92,92,99,05,05,05,05,05,05,05,05,05,05,05,05,14,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,04,04,04,04,04,04,04,04,04,04,04,04,04,00,00,00,
92,92,99,05,05,05,05,05,05,05,05,05,05,05,05,14,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,04,04,04,04,04,04,04,04,04,04,04,04,04,00,00,00,
92,92,84,05,05,05,05,05,05,05,05,05,05,05,05,14,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,04,04,04,04,04,04,04,04,04,04,04,04,04,00,00,00,
92,92,84,05,05,05,05,05,05,05,05,05,05,05,05,14,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,04,04,04,04,04,04,04,04,04,04,04,04,04,00,00,00,
98,92,99,05,05,05,05,05,05,05,05,05,05,05,05,14,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,04,04,04,04,04,04,04,04,04,04,04,04,04,00,00,00,
98,92,99,05,05,05,05,05,05,05,05,05,05,05,05,14,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,04,04,04,04,04,04,04,04,04,04,04,04,04,00,00,00,
98,92,84,05,05,05,05,05,05,05,05,05,05,05,05,14,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,04,04,04,04,04,04,04,04,04,04,04,04,04,00,00,00,
98,92,84,05,05,05,05,05,05,05,05,05,05,05,05,14,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,04,04,04,04,04,04,04,04,04,04,04,04,04,00,00,00,
